jd,ra_c,dec_c,tilename,limmag5,filter
2459501.6472222223,338.8235294117647,81.42857142857142,T2903,20.44,L
2459501.648611111,124.75247524752476,21.42857142857133,T1972,20.44,L
2459501.65,92.67326732673267,-21.42857142857133,T0903,20.44,L
2459501.6513888887,340.3636363636364,59.99999999999996,T2740,20.44,L
2459501.652777778,342.29508196721315,55.714285714285666,T2685,20.44,L
2459501.654166667,0.0,8.571428571428456,T1620,20.44,L
2459501.6555555556,135.0,42.85714285714279,T2435,20.44,L
2459501.6569444444,113.33333333333334,-4.285714285714164,T1329,20.44,L
2459501.658333333,72.76595744680851,-29.999999999999915,T0704,20.44,L
2459501.659722222,13.457943925233645,-8.571428571428456,T1192,20.44,L
2459501.6611111113,356.43564356435644,21.42857142857133,T2037,20.44,L
2459501.6625,352.0,34.28571428571421,T2318,20.44,L
2459501.663888889,118.89908256880734,0.0,T1439,20.44,L
2459501.6652777777,124.48598130841121,8.571428571428456,T1657,20.44,L
2459501.6666666665,136.0,34.28571428571421,T2264,20.44,L
2459501.668055556,351.0,42.85714285714279,T2483,20.44,L
2459501.6694444446,114.39252336448598,-8.571428571428456,T1222,20.44,L
2459501.6708333334,349.4117647058823,51.428571428571374,T2625,20.44,L
2459501.672222222,6.728971962616822,8.571428571428456,T1622,20.44,L
2459501.673611111,356.0,34.28571428571421,T2319,20.44,L
2459501.675,135.91836734693877,25.714285714285623,T2075,20.44,L
2459501.676388889,137.87234042553192,29.999999999999915,T2172,20.44,L
2459501.677777778,355.7647058823529,38.5714285714285,T2404,20.44,L
2459501.6791666667,103.36633663366337,-21.42857142857133,T0906,20.44,L
2459501.6805555555,355.5,42.85714285714279,T2484,20.44,L
2459501.6819444443,10.093457943925234,8.571428571428456,T1623,20.44,L
2459501.683333333,355.13513513513516,47.14285714285708,T2558,20.44,L
2459501.6847222224,123.33333333333334,-4.285714285714164,T1332,20.44,L
2459501.686111111,84.25531914893618,-29.999999999999915,T0707,20.44,L
2459501.6875,353.4545454545455,59.99999999999996,T2742,20.44,L
2459501.688888889,153.0,68.57142857142854,T2807,20.44,L
2459501.6902777776,99.18367346938776,-25.714285714285623,T0806,20.44,L
2459501.691666667,128.8073394495413,0.0,T1442,20.44,L
2459501.6930555557,118.8679245283019,-12.857142857142748,T1117,20.44,L
2459501.6944444445,10.384615384615385,17.14285714285704,T1836,20.44,L
2459501.6958333333,150.8108108108108,47.14285714285708,T2516,20.44,L
2459501.697222222,145.53191489361703,29.999999999999915,T2174,20.44,L
2459501.698611111,0.0,51.428571428571374,T2559,20.44,L
2459501.7,139.24528301886792,12.857142857142748,T1768,20.44,L
2459501.701388889,4.235294117647059,38.5714285714285,T2321,20.44,L
2459501.702777778,122.26415094339623,-12.857142857142748,T1118,20.44,L
2459501.7041666666,13.846153846153847,17.14285714285704,T1837,20.44,L
2459501.7055555554,4.5,42.85714285714279,T2406,20.44,L
2459501.706944444,127.85046728971962,-8.571428571428456,T1226,20.44,L
2459501.7083333335,152.47058823529412,38.5714285714285,T2356,20.44,L
2459501.7097222223,114.05940594059406,-21.42857142857133,T0909,20.44,L
2459501.711111111,14.257425742574258,21.42857142857133,T1941,20.44,L
2459501.7125,55.10204081632653,-25.714285714285623,T0794,20.44,L
2459501.7138888887,162.0,68.57142857142854,T2808,20.44,L
2459501.715277778,140.0,4.285714285714164,T1554,20.44,L
2459501.716666667,14.693877551020408,25.714285714285623,T2042,20.44,L
2459501.7180555556,153.19148936170214,29.999999999999915,T2176,20.44,L
2459501.7194444444,156.7058823529412,38.5714285714285,T2357,20.44,L
2459501.720833333,110.20408163265306,-25.714285714285623,T0809,20.44,L
2459501.722222222,124.61538461538461,-17.14285714285704,T1014,20.44,L
2459501.7236111113,20.76923076923077,17.14285714285704,T1839,20.44,L
2459501.725,95.74468085106383,-29.999999999999915,T0710,20.44,L
2459501.726388889,154.28571428571428,25.714285714285623,T2080,20.44,L
2459501.7277777777,153.26732673267327,21.42857142857133,T1980,20.44,L
2459501.7291666665,157.0212765957447,29.999999999999915,T2177,20.44,L
2459501.730555556,148.0373831775701,8.571428571428456,T1664,20.44,L
2459501.7319444446,162.0,42.85714285714279,T2441,20.44,L
2459501.7333333334,152.30769230769232,17.14285714285704,T1877,20.44,L
2459501.734722222,137.94392523364485,-8.571428571428456,T1229,20.44,L
2459501.736111111,165.40540540540542,47.14285714285708,T2519,20.44,L
2459501.7375,152.83018867924528,12.857142857142748,T1772,20.44,L
2459501.738888889,103.40425531914894,-29.999999999999915,T0712,20.44,L
2459501.740277778,143.33333333333334,-4.285714285714164,T1338,20.44,L
2459501.7416666667,117.55102040816327,-25.714285714285623,T0811,20.44,L
2459501.7430555555,165.1764705882353,38.5714285714285,T2359,20.44,L
2459501.7444444443,141.30841121495328,-8.571428571428456,T1230,20.44,L
2459501.745833333,161.6326530612245,25.714285714285623,T2082,20.44,L
2459501.7472222224,156.22641509433964,12.857142857142748,T1773,20.44,L
2459501.748611111,128.31683168316832,-21.42857142857133,T0913,20.44,L
2459501.75,164.6808510638298,29.999999999999915,T2179,20.44,L
2459501.751388889,121.22448979591837,-25.714285714285623,T0812,20.44,L
2459501.7527777776,153.33333333333334,4.285714285714164,T1558,20.44,L
2459501.754166667,144.6728971962617,-8.571428571428456,T1231,20.44,L
2459501.7555555557,168.0,34.28571428571421,T2272,20.44,L
2459501.7569444445,169.41176470588235,38.5714285714285,T2360,20.44,L
2459501.7583333333,158.13084112149534,8.571428571428456,T1667,20.44,L
2459501.759722222,142.64150943396226,-12.857142857142748,T1124,20.44,L
2459501.761111111,156.66666666666669,4.285714285714164,T1559,20.44,L
2459501.7625,111.06382978723404,-29.999999999999915,T0714,20.44,L
2459501.763888889,175.13513513513513,47.14285714285708,T2521,20.44,L
2459502.3152777776,3.4615384615384617,17.14285714285704,T1834,20.44,L
2459502.316666667,228.0,34.28571428571421,T2287,20.44,L
2459502.3180555557,287.2340425531915,-29.999999999999915,T0760,20.44,L
2459502.3194444445,17.704918032786885,55.714285714285666,T2630,20.44,L
2459502.3208333333,3.3962264150943398,12.857142857142748,T1728,20.44,L
2459502.322222222,356.69724770642205,0.0,T1511,20.44,L
2459502.323611111,224.26229508196724,55.714285714285666,T2665,20.44,L
2459502.325,6.923076923076923,17.14285714285704,T1835,20.44,L
2459502.326388889,263.0769230769231,-17.14285714285704,T1054,20.44,L
2459502.327777778,232.0,34.28571428571421,T2288,20.44,L
2459502.3291666666,16.941176470588236,38.5714285714285,T2324,20.44,L
2459502.3305555554,255.70093457943923,-8.571428571428456,T1264,20.44,L
2459502.331944444,279.18367346938777,-25.714285714285623,T0855,20.44,L
2459502.3333333335,3.3333333333333335,4.285714285714164,T1513,20.44,L
2459502.3347222223,261.50943396226415,-12.857142857142748,T1159,20.44,L
2459502.336111111,294.8936170212766,-29.999999999999915,T0762,20.44,L
2459502.3375,242.30769230769232,17.14285714285704,T1903,20.44,L
2459502.3388888887,26.181818181818183,59.99999999999996,T2692,20.44,L
2459502.340277778,356.6355140186916,-8.571428571428456,T1294,20.44,L
2459502.341666667,353.20754716981133,-12.857142857142748,T1186,20.44,L
2459502.3430555556,321.7021276595745,-29.999999999999915,T0769,20.44,L
2459502.3444444444,229.7872340425532,64.28571428571425,T2773,20.44,L
2459502.345833333,237.1764705882353,38.5714285714285,T2376,20.44,L
2459502.347222222,242.44897959183675,25.714285714285623,T2104,20.44,L
2459502.3486111113,30.638297872340427,64.28571428571425,T2747,20.44,L
2459502.35,240.0,34.28571428571421,T2290,20.44,L
2459502.351388889,356.6037735849057,-12.857142857142748,T1187,20.44,L
2459502.3527777777,24.0,34.28571428571421,T2236,20.44,L
2459502.3541666665,268.3018867924528,-12.857142857142748,T1161,20.44,L
2459502.355555556,33.75,72.85714285714283,T2833,20.44,L
2459502.3569444446,22.040816326530614,25.714285714285623,T2044,20.44,L
2459502.3583333334,265.7943925233645,-8.571428571428456,T1267,20.44,L
2459502.359722222,31.764705882352942,51.428571428571374,T2565,20.44,L
2459502.361111111,302.5531914893617,-29.999999999999915,T0764,20.44,L
2459502.3625,260.91743119266056,0.0,T1482,20.44,L
2459502.363888889,271.6981132075472,-12.857142857142748,T1162,20.44,L
2459502.365277778,276.9230769230769,-17.14285714285704,T1058,20.44,L
2459502.3666666667,31.5,42.85714285714279,T2412,20.44,L
2459502.3680555555,249.79591836734696,25.714285714285623,T2106,20.44,L
2459502.3694444443,34.054054054054056,47.14285714285708,T2492,20.44,L
2459502.370833333,352.8712871287129,-21.42857142857133,T0976,20.44,L
2459502.3722222224,248.0,34.28571428571421,T2292,20.44,L
2459502.373611111,293.8775510204082,-25.714285714285623,T0859,20.44,L
2459502.375,258.11320754716985,12.857142857142748,T1803,20.44,L
2459502.376388889,272.5233644859813,-8.571428571428456,T1269,20.44,L
2459502.3777777776,247.5,42.85714285714279,T2460,20.44,L
2459502.379166667,28.514851485148515,21.42857142857133,T1945,20.44,L
2459502.3805555557,288.71287128712873,-21.42857142857133,T0958,20.44,L
2459502.3819444445,348.9795918367347,-25.714285714285623,T0874,20.44,L
2459502.3833333333,252.0,34.28571428571421,T2293,20.44,L
2459502.384722222,259.61538461538464,17.14285714285704,T1908,20.44,L
2459502.386111111,16.666666666666668,-4.285714285714164,T1300,20.44,L
2459502.3875,45.0,68.57142857142854,T2795,20.44,L
2459502.388888889,10.18867924528302,-12.857142857142748,T1085,20.44,L
2459502.390277778,292.2772277227723,-21.42857142857133,T0959,20.44,L
2459502.3916666666,256.59574468085106,29.999999999999915,T2203,20.44,L
2459502.3930555554,45.81818181818182,59.99999999999996,T2695,20.44,L
2459502.394444444,264.9056603773585,12.857142857142748,T1805,20.44,L
2459502.3958333335,30.566037735849058,12.857142857142748,T1736,20.44,L
2459502.3972222223,36.734693877551024,25.714285714285623,T2048,20.44,L
2459502.398611111,274.1284403669725,0.0,T1486,20.44,L
2459502.4,47.21311475409836,55.714285714285666,T2635,20.44,L
2459502.4013888887,34.61538461538461,17.14285714285704,T1843,20.44,L
2459502.402777778,290.7692307692308,-17.14285714285704,T1062,20.44,L
2459502.404166667,47.64705882352941,51.428571428571374,T2568,20.44,L
2459502.4055555556,33.9622641509434,12.857142857142748,T1737,20.44,L
2459502.4069444444,252.0,68.57142857142854,T2818,20.44,L
2459502.408333333,264.48979591836735,25.714285714285623,T2110,20.44,L
2459502.409722222,288.6792452830189,-12.857142857142748,T1167,20.44,L
2459502.4111111113,52.36363636363637,59.99999999999996,T2696,20.44,L
2459502.4125,0.0,-25.714285714285623,T0779,20.44,L
2459502.413888889,270.0,17.14285714285704,T1911,20.44,L
2459502.4152777777,264.0,34.28571428571421,T2296,20.44,L
2459502.4166666665,262.5882352941176,38.5714285714285,T2382,20.44,L
2459502.418055556,259.4117647058823,51.428571428571374,T2608,20.44,L
2459502.4194444446,292.07547169811323,-12.857142857142748,T1168,20.44,L
2459502.4208333334,37.00934579439252,8.571428571428456,T1631,20.44,L
2459502.422222222,275.09433962264154,12.857142857142748,T1808,20.44,L
2459502.423611111,268.0851063829787,29.999999999999915,T2206,20.44,L
2459502.425,286.6666666666667,-4.285714285714164,T1381,20.44,L
2459502.426388889,284.03669724770646,0.0,T1489,20.44,L
2459502.427777778,259.2,77.14285714285712,T2880,20.44,L
2459502.4291666667,271.83673469387753,25.714285714285623,T2112,20.44,L
2459502.4305555555,45.0,17.14285714285704,T1846,20.44,L
2459502.4319444443,301.1538461538462,-17.14285714285704,T1065,20.44,L
2459502.433333333,30.2803738317757,-8.571428571428456,T1197,20.44,L
2459502.4347222224,315.9183673469388,-25.714285714285623,T0865,20.44,L
2459502.436111111,55.05882352941177,38.5714285714285,T2333,20.44,L
2459502.4375,58.37837837837838,47.14285714285708,T2497,20.44,L
2459502.438888889,43.73831775700935,8.571428571428456,T1633,20.44,L
2459502.4402777776,48.46153846153847,17.14285714285704,T1847,20.44,L
2459502.441666667,286.6666666666667,4.285714285714164,T1598,20.44,L
2459502.4430555557,280.3846153846154,17.14285714285704,T1914,20.44,L
2459502.4444444445,43.333333333333336,4.285714285714164,T1525,20.44,L
2459502.4458333333,268.3636363636364,59.99999999999996,T2729,20.44,L
2459502.447222222,268.0851063829787,64.28571428571425,T2778,20.44,L
2459502.448611111,53.46534653465346,21.42857142857133,T1952,20.44,L
2459502.45,313.66336633663366,-21.42857142857133,T0965,20.44,L
2459502.451388889,299.4392523364486,-8.571428571428456,T1277,20.44,L
2459502.452777778,50.943396226415096,12.857142857142748,T1742,20.44,L
2459502.4541666666,46.66666666666667,4.285714285714164,T1526,20.44,L
2459502.4555555554,68.93617021276596,64.28571428571425,T2752,20.44,L
2459502.456944444,305.66037735849056,-12.857142857142748,T1172,20.44,L
2459502.4583333335,57.02970297029703,21.42857142857133,T1953,20.44,L
2459502.4597222223,31.153846153846153,-17.14285714285704,T0987,20.44,L
2459502.461111111,311.53846153846155,-17.14285714285704,T1068,20.44,L
2459502.4625,300.0,-4.285714285714164,T1385,20.44,L
2459502.4638888887,68.10810810810811,47.14285714285708,T2499,20.44,L
2459502.465277778,70.81967213114754,55.714285714285666,T2639,20.44,L
2459502.466666667,274.90909090909093,59.99999999999996,T2730,20.44,L
2459502.4680555556,320.7920792079208,-21.42857142857133,T0967,20.44,L
2459502.4694444444,46.66666666666667,-4.285714285714164,T1309,20.44,L
2459502.470833333,288.71287128712873,21.42857142857133,T2018,20.44,L
2459502.472222222,303.33333333333337,-4.285714285714164,T1386,20.44,L
2459502.4736111113,330.6122448979592,-25.714285714285623,T0869,20.44,L
2459502.475,280.5882352941176,51.428571428571374,T2612,20.44,L
2459502.476388889,76.59574468085107,64.28571428571425,T2753,20.44,L
2459502.4777777777,72.97297297297297,47.14285714285708,T2500,20.44,L
2459502.4791666665,309.5327102803738,-8.571428571428456,T1280,20.44,L
2459502.480555556,61.132075471698116,12.857142857142748,T1745,20.44,L
2459502.4819444446,68.93617021276596,29.999999999999915,T2154,20.44,L
2459502.4833333334,299.4392523364486,8.571428571428456,T1709,20.44,L
2459502.484722222,283.27868852459017,55.714285714285666,T2675,20.44,L
2459502.486111111,72.0,34.28571428571421,T2248,20.44,L
2459502.4875,56.14678899082569,0.0,T1420,20.44,L
2459502.488888889,312.8971962616822,-8.571428571428456,T1281,20.44,L
2459502.490277778,293.8775510204082,25.714285714285623,T2118,20.44,L
2459502.4916666667,77.83783783783784,47.14285714285708,T2501,20.44,L
2459502.4930555555,283.40425531914894,64.28571428571425,T2780,20.44,L
2459502.4944444443,319.24528301886795,-12.857142857142748,T1176,20.44,L
2459502.495833333,302.26415094339626,12.857142857142748,T1816,20.44,L
2459502.4972222224,56.66666666666667,-4.285714285714164,T1312,20.44,L
2459502.498611111,45.0,-17.14285714285704,T0991,20.44,L
2459502.5,313.33333333333337,-4.285714285714164,T1389,20.44,L
2459502.501388889,86.4,77.14285714285712,T2868,20.44,L
2459502.5027777776,288.0,59.99999999999996,T2732,20.44,L
2459502.504166667,291.8918918918919,47.14285714285708,T2545,20.44,L
2459502.5055555557,341.6326530612245,-25.714285714285623,T0872,20.44,L
2459502.5069444445,84.70588235294117,51.428571428571374,T2575,20.44,L
2459502.5083333333,57.19626168224299,-8.571428571428456,T1205,20.44,L
2459502.509722222,77.14285714285714,25.714285714285623,T2059,20.44,L
2459502.511111111,90.0,72.85714285714283,T2838,20.44,L
2459502.5125,90.0,68.57142857142854,T2800,20.44,L
2459502.513888889,326.0377358490566,-12.857142857142748,T1178,20.44,L
2459502.515277778,66.05504587155964,0.0,T1423,20.44,L
2459502.5166666666,322.9906542056075,-8.571428571428456,T1284,20.44,L
2459502.5180555554,70.0,4.285714285714164,T1533,20.44,L
2459502.519444444,80.81632653061224,25.714285714285623,T2060,20.44,L
2459502.5208333335,306.53465346534654,21.42857142857133,T2023,20.44,L
2459502.5222222223,300.70588235294116,38.5714285714285,T2391,20.44,L
2459502.523611111,329.433962264151,-12.857142857142748,T1179,20.44,L
2459502.525,296.4705882352941,81.42857142857142,T2901,20.44,L
2459502.5263888887,79.61538461538461,17.14285714285704,T1856,20.44,L
2459502.527777778,81.98019801980197,21.42857142857133,T1960,20.44,L
2459502.529166667,306.3829787234043,29.999999999999915,T2216,20.44,L
2459502.5305555556,88.0,34.28571428571421,T2252,20.44,L
2459502.5319444444,92.43243243243244,47.14285714285708,T2504,20.44,L
2459502.533333333,304.94117647058823,38.5714285714285,T2392,20.44,L
2459502.534722222,298.72340425531917,64.28571428571425,T2782,20.44,L
2459502.5361111113,83.07692307692308,17.14285714285704,T1857,20.44,L
2459502.5375,81.50943396226415,12.857142857142748,T1751,20.44,L
2459502.538888889,53.46534653465346,-21.42857142857133,T0892,20.44,L
2459502.5402777777,306.0,42.85714285714279,T2473,20.44,L
2459502.5416666665,101.25,72.85714285714283,T2839,20.44,L
2459502.543055556,75.96330275229359,0.0,T1426,20.44,L
2459502.5444444446,333.0841121495327,-8.571428571428456,T1287,20.44,L
2459502.5458333334,326.9724770642202,0.0,T1502,20.44,L
2459502.547222222,342.6923076923077,-17.14285714285704,T1077,20.44,L
2459502.548611111,57.02970297029703,-21.42857142857133,T0893,20.44,L
2459502.55,307.05882352941177,51.428571428571374,T2617,20.44,L
2459502.551388889,339.62264150943395,-12.857142857142748,T1182,20.44,L
2459502.552777778,96.0,34.28571428571421,T2254,20.44,L
2459502.5541666667,336.4485981308411,-8.571428571428456,T1288,20.44,L
2459502.5555555555,306.3829787234043,64.28571428571425,T2783,20.44,L
2459502.5569444443,306.0,68.57142857142854,T2824,20.44,L
2459502.558333333,102.16216216216216,47.14285714285708,T2506,20.44,L
2459502.5597222224,316.0,34.28571428571421,T2309,20.44,L
2459502.561111111,107.2340425531915,64.28571428571425,T2757,20.44,L
2459502.5625,105.88235294117646,81.42857142857142,T2892,20.44,L
2459502.563888889,339.8130841121495,-8.571428571428456,T1289,20.44,L
2459502.5652777776,312.35294117647055,51.428571428571374,T2618,20.44,L
2459502.566666667,320.0,85.71428571428571,T2912,20.44,L
2459502.5680555557,329.7196261682243,8.571428571428456,T1718,20.44,L
2459502.5694444445,90.8411214953271,8.571428571428456,T1647,20.44,L
2459502.5708333333,333.33333333333337,4.285714285714164,T1612,20.44,L
2459502.572222222,107.02702702702703,47.14285714285708,T2507,20.44,L
2459502.573611111,90.0,4.285714285714164,T1539,20.44,L
2459502.575,95.09433962264151,12.857142857142748,T1755,20.44,L
2459502.576388889,105.88235294117648,38.5714285714285,T2345,20.44,L
2459502.577777778,314.0425531914894,64.28571428571425,T2784,20.44,L
2459502.5791666666,317.6470588235294,51.428571428571374,T2619,20.44,L
2459502.5805555554,349.811320754717,-12.857142857142748,T1185,20.44,L
2459502.581944444,346.5420560747663,-8.571428571428456,T1291,20.44,L
2459502.5833333335,93.33333333333334,4.285714285714164,T1540,20.44,L
2459502.5847222223,98.49056603773585,12.857142857142748,T1756,20.44,L
2459502.586111111,356.53846153846155,-17.14285714285704,T1081,20.44,L
2459502.5875,316.8,77.14285714285712,T2884,20.44,L
2459502.5888888887,92.4770642201835,0.0,T1431,20.44,L
2459502.590277778,90.0,-4.285714285714164,T1322,20.44,L
2459502.591666667,336.22641509433964,12.857142857142748,T1826,20.44,L
2459502.5930555556,117.81818181818183,59.99999999999996,T2706,20.44,L
2459502.5944444444,101.88679245283019,12.857142857142748,T1757,20.44,L
2459502.595833333,118.03278688524591,55.714285714285666,T2647,20.44,L
2459502.597222222,95.77981651376147,0.0,T1432,20.44,L
2459502.5986111113,343.33333333333337,4.285714285714164,T1615,20.44,L
2459502.6,346.7889908256881,0.0,T1508,20.44,L
2459502.601388889,90.8411214953271,-8.571428571428456,T1215,20.44,L
2459502.6027777777,328.5,42.85714285714279,T2478,20.44,L
2459502.6041666665,330.3529411764706,38.5714285714285,T2398,20.44,L
2459502.605555556,88.30188679245283,-12.857142857142748,T1108,20.44,L
2459502.6069444446,324.0,68.57142857142854,T2826,20.44,L
2459502.6083333334,96.66666666666667,-4.285714285714164,T1324,20.44,L
2459502.609722222,121.76470588235294,51.428571428571374,T2582,20.44,L
2459502.611111111,343.0188679245283,12.857142857142748,T1828,20.44,L
2459502.6125,337.9591836734694,25.714285714285623,T2130,20.44,L
2459502.613888889,346.5420560747663,8.571428571428456,T1723,20.44,L
2459502.615277778,91.69811320754718,-12.857142857142748,T1109,20.44,L
2459502.6166666667,107.66355140186916,8.571428571428456,T1652,20.44,L
2459502.6180555555,81.98019801980197,-21.42857142857133,T0900,20.44,L
2459502.6194444443,120.0,34.28571428571421,T2260,20.44,L
2459502.620833333,97.57009345794393,-8.571428571428456,T1217,20.44,L
2459502.6222222224,341.6326530612245,25.714285714285623,T2131,20.44,L
2459502.623611111,333.52941176470586,51.428571428571374,T2622,20.44,L
2459502.625,346.1538461538462,17.14285714285704,T1933,20.44,L
2459502.626388889,117.62376237623762,21.42857142857133,T1970,20.44,L
2459502.6277777776,85.54455445544555,-21.42857142857133,T0901,20.44,L
2459502.629166667,110.0,4.285714285714164,T1545,20.44,L
2459502.6305555557,124.0,34.28571428571421,T2261,20.44,L
2459502.6319444445,121.22448979591837,25.714285714285623,T2071,20.44,L
2459502.6333333333,353.2710280373832,8.571428571428456,T1725,20.44,L
2459502.634722222,114.39252336448598,8.571428571428456,T1654,20.44,L
2459502.636111111,344.6808510638298,29.999999999999915,T2226,20.44,L
2459502.6375,89.10891089108911,-21.42857142857133,T0902,20.44,L
2459502.638888889,353.20754716981133,12.857142857142748,T1831,20.44,L
2459502.640277778,340.5405405405405,47.14285714285708,T2555,20.44,L
2459502.6416666666,121.15384615384616,17.14285714285704,T1868,20.44,L
2459502.6430555554,112.29357798165138,0.0,T1437,20.44,L
2459502.644444444,0.0,4.285714285714164,T1512,20.44,L
2459502.6458333335,137.87234042553192,64.28571428571425,T2761,20.44,L
2459502.6472222223,137.45454545454547,59.99999999999996,T2709,20.44,L
2459502.648611111,352.8712871287129,21.42857142857133,T2036,20.44,L
2459502.65,107.66355140186916,-8.571428571428456,T1220,20.44,L
2459502.6513888887,124.61538461538461,17.14285714285704,T1869,20.44,L
2459502.652777778,105.28301886792454,-12.857142857142748,T1113,20.44,L
2459502.654166667,137.64705882352942,51.428571428571374,T2585,20.44,L
2459502.6555555556,342.0,68.57142857142854,T2828,20.44,L
2459502.6569444444,96.23762376237624,-21.42857142857133,T0904,20.44,L
2459502.658333333,28.514851485148515,-21.42857142857133,T0885,20.44,L
2459502.659722222,88.16326530612245,-25.714285714285623,T0803,20.44,L
2459502.6611111113,141.63934426229508,55.714285714285666,T2651,20.44,L
2459502.6625,134.04255319148936,29.999999999999915,T2171,20.44,L
2459502.663888889,9.908256880733946,0.0,T1406,20.44,L
2459502.6652777777,144.0,59.99999999999996,T2710,20.44,L
2459502.6666666665,91.83673469387756,-25.714285714285623,T0804,20.44,L
2459502.668055556,142.94117647058823,51.428571428571374,T2586,20.44,L
2459502.6694444446,145.53191489361703,64.28571428571425,T2762,20.44,L
2459502.6708333334,131.53846153846155,17.14285714285704,T1871,20.44,L
2459502.672222222,10.0,4.285714285714164,T1515,20.44,L
2459502.673611111,120.0,-4.285714285714164,T1331,20.44,L
2459502.675,140.0,34.28571428571421,T2265,20.44,L
2459502.676388889,117.75700934579439,-8.571428571428456,T1223,20.44,L
2459502.677777778,147.54098360655738,55.714285714285666,T2652,20.44,L
2459502.6791666667,132.45283018867926,12.857142857142748,T1766,20.44,L
2459502.6805555555,125.5045871559633,0.0,T1441,20.44,L
2459502.6819444443,144.0,38.5714285714285,T2354,20.44,L
2459502.683333333,150.54545454545456,59.99999999999996,T2711,20.44,L
2459502.6847222224,20.0,-4.285714285714164,T1301,20.44,L
2459502.686111111,139.009900990099,21.42857142857133,T1976,20.44,L
2459502.6875,106.93069306930693,-21.42857142857133,T0907,20.44,L
2459502.688888889,7.128712871287129,21.42857142857133,T1939,20.44,L
2459502.6902777776,148.5,42.85714285714279,T2438,20.44,L
2459502.691666667,23.333333333333336,-4.285714285714164,T1302,20.44,L
2459502.6930555557,143.26530612244898,25.714285714285623,T2077,20.44,L
2459502.6944444445,153.44262295081967,55.714285714285666,T2653,20.44,L
2459502.6958333333,0.0,81.42857142857142,T2887,20.44,L
2459502.697222222,153.52941176470588,51.428571428571374,T2588,20.44,L
2459502.698611111,132.11009174311928,0.0,T1443,20.44,L
2459502.7,158.4,77.14285714285712,T2873,20.44,L
2459502.701388889,33.9622641509434,-12.857142857142748,T1092,20.44,L
2459502.702777778,146.9387755102041,25.714285714285623,T2078,20.44,L
2459502.7041666666,16.9811320754717,12.857142857142748,T1732,20.44,L
2459502.7055555554,149.36170212765958,29.999999999999915,T2175,20.44,L
2459502.706944444,142.64150943396226,12.857142857142748,T1769,20.44,L
2459502.7083333335,106.53061224489797,-25.714285714285623,T0808,20.44,L
2459502.7097222223,133.33333333333334,-4.285714285714164,T1335,20.44,L
2459502.711111111,159.344262295082,55.714285714285666,T2654,20.44,L
2459502.7125,158.8235294117647,51.428571428571374,T2589,20.44,L
2459502.7138888887,9.0,42.85714285714279,T2407,20.44,L
2459502.715277778,149.7029702970297,21.42857142857133,T1979,20.44,L
2459502.716666667,117.62376237623762,-21.42857142857133,T0910,20.44,L
2459502.7180555556,17.821782178217823,21.42857142857133,T1942,20.44,L
2459502.7194444444,163.63636363636365,59.99999999999996,T2713,20.44,L
2459502.720833333,33.333333333333336,-4.285714285714164,T1305,20.44,L
2459502.722222222,37.00934579439252,-8.571428571428456,T1199,20.44,L
2459502.7236111113,134.57943925233644,-8.571428571428456,T1228,20.44,L
2459502.725,153.26732673267327,21.42857142857133,T1980,20.44,L
2459502.726388889,121.1881188118812,-21.42857142857133,T0911,20.44,L
2459502.7277777777,132.45283018867926,-12.857142857142748,T1121,20.44,L
2459502.7291666665,128.0769230769231,-17.14285714285704,T1015,20.44,L
2459502.730555556,146.66666666666669,4.285714285714164,T1556,20.44,L
2459502.7319444446,160.0,85.71428571428571,T2908,20.44,L
2459502.7333333334,157.9591836734694,25.714285714285623,T2081,20.44,L
2459502.734722222,156.83168316831683,21.42857142857133,T1981,20.44,L
2459502.736111111,124.75247524752476,-21.42857142857133,T0912,20.44,L
2459502.7375,135.8490566037736,-12.857142857142748,T1122,20.44,L
2459502.738888889,131.53846153846155,-17.14285714285704,T1016,20.44,L
2459502.740277778,166.5,42.85714285714279,T2442,20.44,L
2459502.7416666667,169.41176470588235,51.428571428571374,T2591,20.44,L
2459502.7430555555,171.14754098360658,55.714285714285666,T2656,20.44,L
2459502.7444444443,148.6238532110092,0.0,T1448,20.44,L
2459502.745833333,160.3960396039604,21.42857142857133,T1982,20.44,L
2459502.7472222224,139.24528301886792,-12.857142857142748,T1123,20.44,L
2459502.748611111,135.0,-17.14285714285704,T1017,20.44,L
2459502.75,170.27027027027026,47.14285714285708,T2520,20.44,L
2459502.751388889,146.66666666666669,-4.285714285714164,T1339,20.44,L
2459502.7527777776,151.92660550458717,0.0,T1449,20.44,L
2459502.754166667,159.62264150943398,12.857142857142748,T1774,20.44,L
2459502.7555555557,176.72727272727275,59.99999999999996,T2715,20.44,L
2459502.7569444445,150.0,-4.285714285714164,T1340,20.44,L
2459502.7583333333,138.46153846153845,-17.14285714285704,T1018,20.44,L
2459502.759722222,177.04918032786887,55.714285714285666,T2657,20.44,L
2459502.761111111,180.0,68.57142857142854,T2810,20.44,L
2459502.7625,155.22935779816515,0.0,T1450,20.44,L
2459502.763888889,168.9795918367347,25.714285714285623,T2084,20.44,L
2459503.3152777776,12.705882352941178,38.5714285714285,T2323,20.44,L
2459503.316666667,275.51020408163265,-25.714285714285623,T0854,20.44,L
2459503.3180555557,19.636363636363637,59.99999999999996,T2691,20.44,L
2459503.3194444445,222.54545454545456,59.99999999999996,T2722,20.44,L
2459503.3208333333,22.5,72.85714285714283,T2832,20.44,L
